YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2020-W53,2662,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2020-W53,2380,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2020-W53,5042,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2020-W53,111,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2020-W53,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2020-W53,1282,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2020-W53,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2020-W53,980,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2020-W53,513,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2020-W53,595,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2020-W53,1554,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2020-W53,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W01,7645,0,0,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W01,18132,0,0,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W01,25777,0,0,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W01,978,0,0,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W01,10569,0,0,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W01,6537,0,0,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W01,2176,0,0,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W01,1598,0,0,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W01,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W01,3871,0,0,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,79,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W02,38466,0,173,0,61425,AT,8901064,AT,1_Age60+,COM,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W02,9,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W02,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W02,45288,0,198,0,61425,AT,8901064,AT,1_Age<60,COM,5099181
2021-W02,83754,0,371,0,61425,AT,8901064,AT,ALL,COM,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W02,88,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W02,2714,0,13,0,61425,AT,8901064,AT,Age18_24,COM,696064
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W02,24607,0,93,0,61425,AT,8901064,AT,Age25_49,COM,3006228
2021-W02,1,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W02,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W02,8,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W02,17831,0,91,0,61425,AT,8901064,AT,Age50_59,COM,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W02,8873,0,40,0,61425,AT,8901064,AT,Age60_69,COM,1016016
2021-W02,5,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W02,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W02,6,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W02,8257,0,47,0,61425,AT,8901064,AT,Age70_79,COM,769199
2021-W02,21336,0,86,0,61425,AT,8901064,AT,Age80+,COM,474047
2021-W02,68,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W02,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,40094,0,2274,0,58500,AT,8901064,AT,1_Age60+,COM,2259262
2021-W03,25,0,0,0,7200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W03,183,0,0,0,7200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W03,52480,0,2125,0,58500,AT,8901064,AT,1_Age<60,COM,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W03,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W03,208,0,0,0,7200,AT,8901064,AT,ALL,MOD,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W03,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W03,92574,0,4399,0,58500,AT,8901064,AT,ALL,COM,7358443
2021-W03,3636,0,95,0,58500,AT,8901064,AT,Age18_24,COM,696064
2021-W03,23,0,0,0,7200,AT,8901064,AT,Age18_24,MOD,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W03,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W03,108,0,0,0,7200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W03,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W03,30220,0,1160,0,58500,AT,8901064,AT,Age25_49,COM,3006228
2021-W03,52,0,0,0,7200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W03,18533,0,866,0,58500,AT,8901064,AT,Age50_59,COM,1396889
2021-W03,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W03,7115,0,454,0,58500,AT,8901064,AT,Age60_69,COM,1016016
2021-W03,7,0,0,0,7200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W03,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age70_79,MOD,769199
2021-W03,7255,0,503,0,58500,AT,8901064,AT,Age70_79,COM,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W03,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W03,25724,0,1317,0,58500,AT,8901064,AT,Age80+,COM,474047
2021-W03,9,0,0,0,7200,AT,8901064,AT,Age80+,MOD,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W03,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,1165,0,0,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W04,13770,0,6164,0,54990,AT,8901064,AT,1_Age60+,COM,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W04,2681,0,0,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W04,0,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W04,13486,0,11081,0,54990,AT,8901064,AT,1_Age<60,COM,5099181
2021-W04,3846,0,0,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W04,27256,0,17245,0,54990,AT,8901064,AT,ALL,COM,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W04,104,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W04,1282,0,691,0,54990,AT,8901064,AT,Age18_24,COM,696064
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W04,7652,0,6202,0,54990,AT,8901064,AT,Age25_49,COM,3006228
2021-W04,1593,0,0,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W04,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W04,983,0,0,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W04,4530,0,4145,0,54990,AT,8901064,AT,Age50_59,COM,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W04,1690,0,1666,0,54990,AT,8901064,AT,Age60_69,COM,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W04,621,0,0,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W04,1606,0,1299,0,54990,AT,8901064,AT,Age70_79,COM,769199
2021-W04,179,0,0,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W04,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W04,10474,0,3199,0,54990,AT,8901064,AT,Age80+,COM,474047
2021-W04,365,0,0,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W05,1294,0,0,0,28800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W05,0,0,0,0,36000,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W05,5296,0,32671,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W05,0,0,1,0,36000,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W05,383,0,0,0,28800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W05,11614,0,45255,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W05,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W05,16910,0,77926,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W05,1677,0,0,0,28800,AT,8901064,AT,ALL,MOD,7358443
2021-W05,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W05,0,0,1,0,36000,AT,8901064,AT,ALL,AZ,7358443
2021-W05,914,0,2669,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W05,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age18_24,AZ,696064
2021-W05,23,0,0,0,28800,AT,8901064,AT,Age18_24,MOD,696064
2021-W05,0,0,1,0,36000,AT,8901064,AT,Age25_49,AZ,3006228
2021-W05,6396,0,25155,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W05,228,0,0,0,28800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W05,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W05,132,0,0,0,28800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age50_59,AZ,1396889
2021-W05,4254,0,17312,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W05,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W05,1599,0,7881,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W05,45,0,0,0,28800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W05,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age60_69,AZ,1016016
2021-W05,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W05,37,0,0,0,28800,AT,8901064,AT,Age70_79,MOD,769199
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age70_79,AZ,769199
2021-W05,1232,0,6904,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W05,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W05,2465,0,17886,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W05,0,0,0,0,36000,AT,8901064,AT,Age80+,AZ,474047
2021-W05,1212,0,0,0,28800,AT,8901064,AT,Age80+,MOD,474047
2021-W06,614,0,0,0,43200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W06,5767,0,36716,0,66690,AT,8901064,AT,1_Age60+,COM,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W06,1732,0,74,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W06,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W06,7855,0,50206,0,66690,AT,8901064,AT,1_Age<60,COM,5099181
2021-W06,10124,0,0,0,43200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W06,2213,0,8,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W06,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W06,3945,0,82,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W06,13622,0,86922,0,66690,AT,8901064,AT,ALL,COM,7358443
2021-W06,10738,0,0,0,43200,AT,8901064,AT,ALL,AZ,7358443
2021-W06,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W06,2277,0,0,0,43200,AT,8901064,AT,Age18_24,AZ,696064
2021-W06,97,0,0,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W06,602,0,3360,0,66690,AT,8901064,AT,Age18_24,COM,696064
2021-W06,5284,0,0,0,43200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W06,4368,0,28869,0,66690,AT,8901064,AT,Age25_49,COM,3006228
2021-W06,1261,0,1,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W06,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W06,855,0,7,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W06,2841,0,17892,0,66690,AT,8901064,AT,Age50_59,COM,1396889
2021-W06,2545,0,0,0,43200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W06,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W06,309,0,4,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W06,602,0,0,0,43200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W06,1397,0,6932,0,66690,AT,8901064,AT,Age60_69,COM,1016016
2021-W06,8,0,0,0,43200,AT,8901064,AT,Age70_79,AZ,769199
2021-W06,1438,0,6486,0,66690,AT,8901064,AT,Age70_79,COM,769199
2021-W06,440,0,5,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W06,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W06,2932,0,23298,0,66690,AT,8901064,AT,Age80+,COM,474047
2021-W06,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W06,983,0,65,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W06,4,0,0,0,43200,AT,8901064,AT,Age80+,AZ,474047
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W07,2382,0,21,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W07,22189,0,19868,0,80730,AT,8901064,AT,1_Age60+,COM,2259262
2021-W07,2349,0,2,0,76800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W07,1534,0,177,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W07,4298,0,19020,0,80730,AT,8901064,AT,1_Age<60,COM,5099181
2021-W07,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W07,30282,0,1,0,76800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W07,26487,0,38888,0,80730,AT,8901064,AT,ALL,COM,7358443
2021-W07,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W07,3916,0,198,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W07,32631,0,3,0,76800,AT,8901064,AT,ALL,AZ,7358443
2021-W07,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W07,67,0,21,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W07,277,0,1638,0,80730,AT,8901064,AT,Age18_24,COM,696064
2021-W07,3636,0,0,0,76800,AT,8901064,AT,Age18_24,AZ,696064
2021-W07,812,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
2021-W07,17206,0,1,0,76800,AT,8901064,AT,Age25_49,AZ,3006228
2021-W07,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W07,2359,0,10625,0,80730,AT,8901064,AT,Age25_49,COM,3006228
2021-W07,1622,0,6726,0,80730,AT,8901064,AT,Age50_59,COM,1396889
2021-W07,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W07,9377,0,0,0,76800,AT,8901064,AT,Age50_59,AZ,1396889
2021-W07,651,0,49,0,0,AT,8901064,AT,Age50_59,MOD,1396889
2021-W07,2266,0,1,0,76800,AT,8901064,AT,Age60_69,AZ,1016016
2021-W07,513,0,7,0,0,AT,8901064,AT,Age60_69,MOD,1016016
2021-W07,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W07,1497,0,2749,0,80730,AT,8901064,AT,Age60_69,COM,1016016
2021-W07,594,0,7,0,0,AT,8901064,AT,Age70_79,MOD,769199
2021-W07,70,0,1,0,76800,AT,8901064,AT,Age70_79,AZ,769199
2021-W07,2707,0,3110,0,80730,AT,8901064,AT,Age70_79,COM,769199
2021-W07,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W07,17985,0,14009,0,80730,AT,8901064,AT,Age80+,COM,474047
2021-W07,1275,0,7,0,0,AT,8901064,AT,Age80+,MOD,474047
2021-W07,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W07,13,0,0,0,76800,AT,8901064,AT,Age80+,AZ,474047
2021-W08,39404,0,5520,0,84240,AT,8901064,AT,1_Age60+,COM,2259262
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W08,2692,0,1089,0,37200,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W08,4689,0,0,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W08,52847,0,0,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W08,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W08,1787,0,2666,0,37200,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W08,4420,0,11365,0,84240,AT,8901064,AT,1_Age<60,COM,5099181
2021-W08,4479,0,3755,0,37200,AT,8901064,AT,ALL,MOD,7358443
2021-W08,43824,0,16885,0,84240,AT,8901064,AT,ALL,COM,7358443
2021-W08,57536,0,0,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W08,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W08,137,0,112,0,37200,AT,8901064,AT,Age18_24,MOD,696064
2021-W08,7331,0,0,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W08,258,0,902,0,84240,AT,8901064,AT,Age18_24,COM,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W08,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W08,835,0,1583,0,37200,AT,8901064,AT,Age25_49,MOD,3006228
2021-W08,29774,0,0,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W08,2310,0,6204,0,84240,AT,8901064,AT,Age25_49,COM,3006228
2021-W08,0,0,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W08,1810,0,4208,0,84240,AT,8901064,AT,Age50_59,COM,1396889
2021-W08,810,0,970,0,37200,AT,8901064,AT,Age50_59,MOD,1396889
2021-W08,15613,0,0,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W08,0,0,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W08,957,0,611,0,37200,AT,8901064,AT,Age60_69,MOD,1016016
2021-W08,4436,0,0,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W08,1964,0,1693,0,84240,AT,8901064,AT,Age60_69,COM,1016016
2021-W08,0,0,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W08,3678,0,1278,0,84240,AT,8901064,AT,Age70_79,COM,769199
2021-W08,918,0,168,0,37200,AT,8901064,AT,Age70_79,MOD,769199
2021-W08,231,0,0,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W08,817,0,310,0,37200,AT,8901064,AT,Age80+,MOD,474047
2021-W08,33762,0,2549,0,84240,AT,8901064,AT,Age80+,COM,474047
2021-W08,0,0,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W08,22,0,0,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W09,5482,0,1,0,67200,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W09,83076,0,5491,0,91260,AT,8901064,AT,1_Age60+,COM,2259262
2021-W09,4491,0,1216,0,0,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W09,48913,0,1,0,67200,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W09,7334,0,7657,0,91260,AT,8901064,AT,1_Age<60,COM,5099181
2021-W09,0,0,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W09,3223,0,185,0,0,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W09,54395,0,2,0,67200,AT,8901064,AT,ALL,AZ,7358443
2021-W09,0,0,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W09,7714,0,1401,0,0,AT,8901064,AT,ALL,MOD,7358443
2021-W09,90410,0,13148,0,91260,AT,8901064,AT,ALL,COM,7358443
2021-W09,429,0,601,0,91260,AT,8901064,AT,Age18_24,COM,696064
2021-W09,287,0,8,0,0,AT,8901064,AT,Age18_24,MOD,696064
2021-W09,0,0,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W09,5565,0,0,0,67200,AT,8901064,AT,Age18_24,AZ,696064
2021-W09,3275,0,4253,0,91260,AT,8901064,AT,Age25_49,COM,3006228
2021-W09,0,0,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W09,1616,0,107,0,0,AT,8901064,AT,Age25_49,MOD,3006228
